curso,periodo,inscritos,vagas,demanda,ano,semestre,unidade,lon,lat,curso_resumido,unidade_pad,code_muni,name_muni,code_state,abbrev_state
Ensino Médio com Habilitação Profissional de Técnico em Química - Mtec-N,Noite,79,40,1.97,2025,1,etec-de-lins,-49.7613557,-21.6731964,Química,etec-de-lins,3527108,Lins,35,SP
Ensino Médio com Habilitação Profissional de Técnico em Recursos Humanos - MTec,Tarde,89,40,2.22,2025,1,etec-de-lins,-49.7613557,-21.6731964,Recursos Humanos,etec-de-lins,3527108,Lins,35,SP
Ensino Médio com Itinerário Formativo de Linguagens e suas Tecnologias,Manhã,131,40,3.27,2025,1,etec-de-lins,-49.7613557,-21.6731964,Linguagens e suas Tecnologias,etec-de-lins,3527108,Lins,35,SP
Técnico em Qualidade,Noite,78,40,1.95,2025,1,etec-de-lins,-49.7613557,-21.6731964,Qualidade,etec-de-lins,3527108,Lins,35,SP
Urgência e Emergência - APH (Atendimento Pré-Hospitalar) - Especialização,Noite,81,30,2.7,2025,1,etec-de-lins,-49.7613557,-21.6731964,Urgência e Emergência,etec-de-lins,3527108,Lins,35,SP
Logística,Noite,37,35,1.05,2025,1,etec-de-mairinque-ee-maria-angerami-scalamandre,-47.21351430000001,-23.6590051,Logística,etec-de-mairinque-ee-maria-angerami-s...,3519709,Ibiúna,35,SP
Ensino Médio com Habilitação Profissional de Técnico em Administração - MTec,Manhã,220,35,6.28,2025,1,etec-de-mairinque,-47.18476709999999,-23.5510997,Administração,etec-de-mairinque,3528403,Mairinque,35,SP
Ensino Médio com Habilitação Profissional de Técnico em Contabilidade - MTec,Tarde,65,35,1.85,2025,1,etec-de-mairinque,-47.18476709999999,-23.5510997,Contabilidade,etec-de-mairinque,3528403,Mairinque,35,SP
Ensino Médio com Habilitação Profissional de Técnico em Logística - MTec-PI,Manhã e Tarde,138,35,3.94,2025,1,etec-de-mairinque,-47.18476709999999,-23.5510997,Logística,etec-de-mairinque,3528403,Mairinque,35,SP
Logística,Noite,54,35,1.54,2025,1,etec-de-mairinque,-47.18476709999999,-23.5510997,Logística,etec-de-mairinque,3528403,Mairinque,35,SP
Química,Noite,84,35,2.4,2025,1,etec-de-mairinque,-47.18476709999999,-23.5510997,Química,etec-de-mairinque,3528403,Mairinque,35,SP
Ensino Médio com Habilitação Profissional de Técnico em Administração - MTec-N,Noite,43,40,1.07,2025,1,etec-de-mairipora,-46.5869602,-23.3224641,Administração,etec-de-mairipora,3528502,Mairiporã,35,SP
Ensino Médio com Habilitação Profissional de Técnico em Administração - MTec-PI,Manhã e Tarde,181,40,4.52,2025,1,etec-de-mairipora,-46.5869602,-23.3224641,Administração,etec-de-mairipora,3528502,Mairiporã,35,SP
Ensino Médio com Habilitação Profissional de Técnico em Logística - MTec-PI,Manhã e Tarde,108,40,2.7,2025,1,etec-de-mairipora,-46.5869602,-23.3224641,Logística,etec-de-mairipora,3528502,Mairiporã,35,SP
Administração,Noite,68,40,1.7,2025,1,etec-de-maua-ee-joao-paulo-ii,-46.462892600000004,-23.6723755,Administração,etec-de-maua-ee-joao-paulo-ii,3529401,Mauá,35,SP
Logística,Noite,65,40,1.62,2025,1,etec-de-maua-ee-joao-paulo-ii,-46.462892600000004,-23.6723755,Logística,etec-de-maua-ee-joao-paulo-ii,3529401,Mauá,35,SP
Administração,Noite,119,40,2.97,2025,1,etec-de-maua,-46.462892600000004,-23.6723755,Administração,etec-de-maua,3529401,Mauá,35,SP
Enfermagem,Manhã,99,40,2.47,2025,1,etec-de-maua,-46.462892600000004,-23.6723755,Enfermagem,etec-de-maua,3529401,Mauá,35,SP
Ensino Médio com Habilitação Profissional de Técnico em Administração - MTec,Manhã,290,40,7.25,2025,1,etec-de-maua,-46.462892600000004,-23.6723755,Administração,etec-de-maua,3529401,Mauá,35,SP
Ensino Médio com Habilitação Profissional de Técnico em Desenvolvimento de Sistemas - MTec,Manhã,387,40,9.67,2025,1,etec-de-maua,-46.462892600000004,-23.6723755,Desenvolvimento de Sistemas,etec-de-maua,3529401,Mauá,35,SP
Ensino Médio com Habilitação Profissional de Técnico em Química - MTec,Tarde,158,40,3.95,2025,1,etec-de-maua,-46.462892600000004,-23.6723755,Química,etec-de-maua,3529401,Mauá,35,SP
Farmácia,Noite,167,40,4.17,2025,1,etec-de-maua,-46.462892600000004,-23.6723755,Farmácia,etec-de-maua,3529401,Mauá,35,SP
Informática,Noite,104,40,2.6,2025,1,etec-de-maua,-46.462892600000004,-23.6723755,Informática,etec-de-maua,3529401,Mauá,35,SP
Administração,Noite,58,35,1.65,2025,1,etec-de-monte-mor,-47.31615,-22.9489101,Administração,etec-de-monte-mor,3531803,Monte Mor,35,SP
Ensino Médio com Habilitação Profissional de Técnico em Administração - MTec,Tarde,110,35,3.14,2025,1,etec-de-monte-mor,-47.31615,-22.9489101,Administração,etec-de-monte-mor,3531803,Monte Mor,35,SP
Ensino Médio com Habilitação Profissional de Técnico em Administração - MTec-N,Noite,55,35,1.57,2025,1,etec-de-monte-mor,-47.31615,-22.9489101,Administração,etec-de-monte-mor,3531803,Monte Mor,35,SP
Ensino Médio com Habilitação Profissional de Técnico em Desenvolvimento de Sistemas - MTec,Manhã,213,35,6.08,2025,1,etec-de-monte-mor,-47.31615,-22.9489101,Desenvolvimento de Sistemas,etec-de-monte-mor,3531803,Monte Mor,35,SP
Ensino Médio com Habilitação Profissional de Técnico em Desenvolvimento de Sistemas - MTec,Tarde,68,35,1.94,2025,1,etec-de-monte-mor,-47.31615,-22.9489101,Desenvolvimento de Sistemas,etec-de-monte-mor,3531803,Monte Mor,35,SP
Ensino Médio com Habilitação Profissional de Técnico em Logística - MTec,Manhã,110,35,3.14,2025,1,etec-de-monte-mor,-47.31615,-22.9489101,Logística,etec-de-monte-mor,3531803,Monte Mor,35,SP
Técnico em Qualidade,Noite,54,35,1.54,2025,1,etec-de-monte-mor,-47.31615,-22.9489101,Qualidade,etec-de-monte-mor,3531803,Monte Mor,35,SP
Administração,Noite,43,40,1.07,2025,1,etec-de-peruibe,-46.9797322,-24.2885165,Administração,etec-de-peruibe,3537602,Peruíbe,35,SP
Design de Interiores,Noite,50,40,1.25,2025,1,etec-de-peruibe,-46.9797322,-24.2885165,Design de Interiores,etec-de-peruibe,3537602,Peruíbe,35,SP
Ensino Médio com Habilitação Profissional de Técnico em Administração - MTec-PI,Manhã e Tarde,103,40,2.57,2025,1,etec-de-peruibe,-46.9797322,-24.2885165,Administração,etec-de-peruibe,3537602,Peruíbe,35,SP
Ensino Médio com Habilitação Profissional de Técnico em Desenvolvimento de Sistemas - MTec-PI,Manhã e Tarde,111,40,2.77,2025,1,etec-de-peruibe,-46.9797322,-24.2885165,Desenvolvimento de Sistemas,etec-de-peruibe,3537602,Peruíbe,35,SP
Ensino Médio com Habilitação Profissional de Técnico em Design de Interiores - MTec-PI,Manhã e Tarde,60,40,1.5,2025,1,etec-de-peruibe,-46.9797322,-24.2885165,Design de Interiores,etec-de-peruibe,3537602,Peruíbe,35,SP
Ensino Médio com Habilitação Profissional de Técnico em Edificações - Mtec-N,Noite,20,40,0.5,2025,1,etec-de-peruibe,-46.9797322,-24.2885165,Edificações,etec-de-peruibe,3537602,Peruíbe,35,SP
Ensino Médio com Habilitação Profissional de Técnico em Programação de Jogos Digitais - MTec,Manhã,123,40,3.07,2025,1,etec-de-peruibe,-46.9797322,-24.2885165,Programação de Jogos Digitais,etec-de-peruibe,3537602,Peruíbe,35,SP
Logística,Noite,34,40,0.85,2025,1,etec-de-piedade-emef-profa-hilda-holtz-de-carvalho-pilar-do-sul,-47.730368,-23.8060713,Logística,etec-de-piedade-emef-profa-hilda-holt...,3537909,Pilar Do Sul,35,SP
Ensino Médio com Habilitação Profissional de Técnico em Administração - MTec-PI,Manhã e Tarde,126,40,3.15,2025,1,etec-de-piedade,-47.730368,-23.8060713,Administração,etec-de-piedade,3537909,Pilar Do Sul,35,SP
Ensino Médio com Habilitação Profissional de Técnico em Agronegócio - MTec-N,Noite,61,40,1.52,2025,1,etec-de-piedade,-47.730368,-23.8060713,Agronegócio,etec-de-piedade,3537909,Pilar Do Sul,35,SP
Ensino Médio com Habilitação Profissional de Técnico em Alimentos - MTec-PI,Manhã e Tarde,130,40,3.25,2025,1,etec-de-piedade,-47.730368,-23.8060713,Alimentos,etec-de-piedade,3537909,Pilar Do Sul,35,SP
Ensino Médio com Habilitação Profissional de Técnico em Meio Ambiente - MTec-PI,Manhã e Tarde,75,40,1.87,2025,1,etec-de-piedade,-47.730368,-23.8060713,Meio Ambiente,etec-de-piedade,3537909,Pilar Do Sul,35,SP
Ensino Médio com Habilitação Profissional de Técnico em Administração - MTec,Manhã,327,40,8.17,2025,1,etec-de-poa,-46.3435453,-23.5135951,Administração,etec-de-poa,3539806,Poá,35,SP
Ensino Médio com Habilitação Profissional de Técnico em Administração - MTec-N,Noite,78,40,1.95,2025,1,etec-de-poa,-46.3435453,-23.5135951,Administração,etec-de-poa,3539806,Poá,35,SP
Ensino Médio com Habilitação Profissional de Técnico em Desenvolvimento de Sistemas - MTec,Manhã,447,40,11.17,2025,1,etec-de-poa,-46.3435453,-23.5135951,Desenvolvimento de Sistemas,etec-de-poa,3539806,Poá,35,SP
Ensino Médio com Habilitação Profissional de Técnico em Desenvolvimento de Sistemas - Mtec-N,Noite,125,40,3.12,2025,1,etec-de-poa,-46.3435453,-23.5135951,Desenvolvimento de Sistemas,etec-de-poa,3539806,Poá,35,SP
Ensino Médio com Habilitação Profissional de Técnico em Informática para Internet - MTec,Tarde,185,40,4.62,2025,1,etec-de-poa,-46.3435453,-23.5135951,Informática para Internet,etec-de-poa,3539806,Poá,35,SP
Ensino Médio com Habilitação Profissional de Técnico em Marketing - MTec,Tarde,199,40,4.97,2025,1,etec-de-poa,-46.3435453,-23.5135951,Marketing,etec-de-poa,3539806,Poá,35,SP
Ensino Médio com Habilitação Profissional de Técnico em Administração - MTec-PI,Manhã e Tarde,216,70,3.08,2025,1,etec-de-porto-feliz,-47.5213826,-23.2108641,Administração,etec-de-porto-feliz,3540606,Porto Feliz,35,SP
Ensino Médio com Habilitação Profissional de Técnico em Informática para Internet - MTec-N,Noite,41,35,1.17,2025,1,etec-de-porto-feliz,-47.5213826,-23.2108641,Informática para Internet,etec-de-porto-feliz,3540606,Porto Feliz,35,SP
Ensino Médio com Habilitação Profissional de Técnico em Logística - Mtec-N,Noite,36,35,1.02,2025,1,etec-de-porto-feliz,-47.5213826,-23.2108641,Logística,etec-de-porto-feliz,3540606,Porto Feliz,35,SP
Técnico em Qualidade,Noite,48,35,1.37,2025,1,etec-de-porto-feliz,-47.5213826,-23.2108641,Qualidade,etec-de-porto-feliz,3540606,Porto Feliz,35,SP
Administração,Noite,78,40,1.95,2025,1,etec-de-praia-grande-balneario-maracana-praia-grande,-46.50661360000001,-24.0324491,Administração,etec-de-praia-grande-balneario-maraca...,3541000,Praia Grande,35,SP
Ensino Médio com Habilitação Profissional de Técnico em Administração - MTec,Tarde,224,40,5.6,2025,1,etec-de-praia-grande-balneario-maracana-praia-grande,-46.50661360000001,-24.0324491,Administração,etec-de-praia-grande-balneario-maraca...,3541000,Praia Grande,35,SP
Ensino Médio com Habilitação Profissional de Técnico em Informática para Internet - MTec,Tarde,221,40,5.52,2025,1,etec-de-praia-grande-balneario-maracana-praia-grande,-46.50661360000001,-24.0324491,Informática para Internet,etec-de-praia-grande-balneario-maraca...,3541000,Praia Grande,35,SP
Ensino Médio com Habilitação Profissional de Técnico em Marketing - MTec,Manhã,272,40,6.8,2025,1,etec-de-praia-grande-balneario-maracana-praia-grande,-46.50661360000001,-24.0324491,Marketing,etec-de-praia-grande-balneario-maraca...,3541000,Praia Grande,35,SP
Ensino Médio com Habilitação Profissional de Técnico em Segurança do Trabalho - MTec,Manhã,233,40,5.82,2025,1,etec-de-praia-grande-balneario-maracana-praia-grande,-46.50661360000001,-24.0324491,Segurança do Trabalho,etec-de-praia-grande-balneario-maraca...,3541000,Praia Grande,35,SP
Informática para Internet,Noite,76,40,1.9,2025,1,etec-de-praia-grande-balneario-maracana-praia-grande,-46.50661360000001,-24.0324491,Informática para Internet,etec-de-praia-grande-balneario-maraca...,3541000,Praia Grande,35,SP
Ensino Médio com Habilitação Profissional de Técnico em Contabilidade - MTec,Tarde,153,40,3.82,2025,1,etec-de-praia-grande,-46.4349581,-24.0091127,Contabilidade,etec-de-praia-grande,3541000,Praia Grande,35,SP
Ensino Médio com Habilitação Profissional de Técnico em Desenvolvimento de Sistemas - MTec,Manhã,533,40,13.32,2025,1,etec-de-praia-grande,-46.4349581,-24.0091127,Desenvolvimento de Sistemas,etec-de-praia-grande,3541000,Praia Grande,35,SP
Ensino Médio com Habilitação Profissional de Técnico em Farmácia - MTec,Manhã,359,40,8.97,2025,1,etec-de-praia-grande,-46.4349581,-24.0091127,Farmácia,etec-de-praia-grande,3541000,Praia Grande,35,SP
Ensino Médio com Habilitação Profissional de Técnico em Logística - MTec,Manhã,284,40,7.1,2025,1,etec-de-praia-grande,-46.4349581,-24.0091127,Logística,etec-de-praia-grande,3541000,Praia Grande,35,SP
Ensino Médio com Habilitação Profissional de Técnico em Química - MTec,Tarde,132,40,3.3,2025,1,etec-de-praia-grande,-46.4349581,-24.0091127,Química,etec-de-praia-grande,3541000,Praia Grande,35,SP
Farmácia,Noite,157,40,3.92,2025,1,etec-de-praia-grande,-46.4349581,-24.0091127,Farmácia,etec-de-praia-grande,3541000,Praia Grande,35,SP
Informática,Noite,74,40,1.85,2025,1,etec-de-praia-grande,-46.4349581,-24.0091127,Informática,etec-de-praia-grande,3541000,Praia Grande,35,SP
Logística,Noite,69,40,1.72,2025,1,etec-de-praia-grande,-46.4349581,-24.0091127,Logística,etec-de-praia-grande,3541000,Praia Grande,35,SP
Recursos Humanos,Noite,66,40,1.65,2025,1,etec-de-praia-grande,-46.4349581,-24.0091127,Recursos Humanos,etec-de-praia-grande,3541000,Praia Grande,35,SP
Informática para Internet,Noite,59,40,1.47,2025,1,etec-de-registro-em-prof-carlos-alberto-vigneron-jacupiranga,-48.00703739999999,-24.7028031,Informática para Internet,etec-de-registro-em-prof-carlos-alber...,3524600,Jacupiranga,35,SP
Ensino Médio com Habilitação Profissional de Técnico em Desenvolvimento de Sistemas - MTec - AMS,Tarde,111,35,3.17,2025,1,etec-de-registro-faculdade-de-tecnologia-de-registro,-47.8481524,-24.4990601,Desenvolvimento de Sistemas,etec-de-registro-faculdade-de-tecnolo...,3542602,Registro,35,SP
Ensino Médio com Habilitação Profissional de Técnico em Administração - MTec-N,Noite,22,35,0.62,2025,1,etec-de-registro,-47.84939869999999,-24.5083434,Administração,etec-de-registro,3542602,Registro,35,SP
Ensino Médio com Habilitação Profissional de Técnico em Administração - MTec-PI,Manhã e Tarde,195,35,5.57,2025,1,etec-de-registro,-47.84939869999999,-24.5083434,Administração,etec-de-registro,3542602,Registro,35,SP
Ensino Médio com Habilitação Profissional de Técnico em Desenvolvimento de Sistemas - MTec-PI,Manhã e Tarde,203,35,5.8,2025,1,etec-de-registro,-47.84939869999999,-24.5083434,Desenvolvimento de Sistemas,etec-de-registro,3542602,Registro,35,SP
Ensino Médio com Habilitação Profissional de Técnico em Administração - MTec,Manhã,173,40,4.32,2025,1,etec-de-rio-grande-da-serra,-46.39794819999999,-23.7491798,Administração,etec-de-rio-grande-da-serra,3544103,Rio Grande Da Serra,35,SP
Ensino Médio com Habilitação Profissional de Técnico em Administração - MTec-N,Noite,51,40,1.27,2025,1,etec-de-rio-grande-da-serra,-46.39794819999999,-23.7491798,Administração,etec-de-rio-grande-da-serra,3544103,Rio Grande Da Serra,35,SP
Ensino Médio com Habilitação Profissional de Técnico em Desenvolvimento de Sistemas - Mtec-N,Noite,78,40,1.95,2025,1,etec-de-rio-grande-da-serra,-46.39794819999999,-23.7491798,Desenvolvimento de Sistemas,etec-de-rio-grande-da-serra,3544103,Rio Grande Da Serra,35,SP
Ensino Médio com Habilitação Profissional de Técnico em Desenvolvimento de Sistemas - MTec-PI,Manhã e Tarde,111,40,2.77,2025,1,etec-de-rio-grande-da-serra,-46.39794819999999,-23.7491798,Desenvolvimento de Sistemas,etec-de-rio-grande-da-serra,3544103,Rio Grande Da Serra,35,SP
Ensino Médio com Habilitação Profissional de Técnico em Edificações - MTec,Manhã,100,40,2.5,2025,1,etec-de-rio-grande-da-serra,-46.39794819999999,-23.7491798,Edificações,etec-de-rio-grande-da-serra,3544103,Rio Grande Da Serra,35,SP
Ensino Médio com Habilitação Profissional de Técnico em Informática para Internet - MTec,Tarde,78,40,1.95,2025,1,etec-de-rio-grande-da-serra,-46.39794819999999,-23.7491798,Informática para Internet,etec-de-rio-grande-da-serra,3544103,Rio Grande Da Serra,35,SP
Ensino Médio com Habilitação Profissional de Técnico em Recursos Humanos - MTec-N,Noite,22,40,0.55,2025,1,etec-de-rio-grande-da-serra,-46.39794819999999,-23.7491798,Recursos Humanos,etec-de-rio-grande-da-serra,3544103,Rio Grande Da Serra,35,SP
Contabilidade,Noite,63,40,1.57,2025,1,etec-de-santa-fe-do-sul,-50.9271886,-20.2114923,Contabilidade,etec-de-santa-fe-do-sul,3546603,Santa Fé Do Sul,35,SP
Ensino Médio com Habilitação Profissional de Técnico em Administração - MTec,Manhã,224,40,5.6,2025,1,etec-de-santa-fe-do-sul,-50.9271886,-20.2114923,Administração,etec-de-santa-fe-do-sul,3546603,Santa Fé Do Sul,35,SP
Ensino Médio com Habilitação Profissional de Técnico em Desenvolvimento de Sistemas - Mtec-N,Noite,128,40,3.2,2025,1,etec-de-santa-fe-do-sul,-50.9271886,-20.2114923,Desenvolvimento de Sistemas,etec-de-santa-fe-do-sul,3546603,Santa Fé Do Sul,35,SP
Ensino Médio com Habilitação Profissional de Técnico em Informática para Internet - MTec,Manhã,158,40,3.95,2025,1,etec-de-santa-fe-do-sul,-50.9271886,-20.2114923,Informática para Internet,etec-de-santa-fe-do-sul,3546603,Santa Fé Do Sul,35,SP
Ensino Médio com Habilitação Profissional de Técnico em Recursos Humanos - MTec,Tarde,92,40,2.29,2025,1,etec-de-santa-fe-do-sul,-50.9271886,-20.2114923,Recursos Humanos,etec-de-santa-fe-do-sul,3546603,Santa Fé Do Sul,35,SP
Administração,Noite,43,35,1.22,2025,1,etec-de-santa-isabel,-46.2261414,-23.3166152,Administração,etec-de-santa-isabel,3546801,Santa Isabel,35,SP
Ensino Médio com Habilitação Profissional de Técnico em Administração - MTec-PI,Manhã e Tarde,174,35,4.97,2025,1,etec-de-santa-isabel,-46.2261414,-23.3166152,Administração,etec-de-santa-isabel,3546801,Santa Isabel,35,SP
Ensino Médio com Habilitação Profissional de Técnico em Informática para Internet - MTec-PI,Manhã e Tarde,180,35,5.14,2025,1,etec-de-santa-isabel,-46.2261414,-23.3166152,Informática para Internet,etec-de-santa-isabel,3546801,Santa Isabel,35,SP
Ensino Médio com Habilitação Profissional de Técnico em Recursos Humanos - MTec-N,Noite,40,35,1.14,2025,1,etec-de-santa-isabel,-46.2261414,-23.3166152,Recursos Humanos,etec-de-santa-isabel,3546801,Santa Isabel,35,SP
Ensino Médio com Habilitação Profissional de Técnico em Administração - MTec-N,Noite,56,40,1.4,2025,1,etec-de-santa-rosa-de-viterbo,-47.36946680291615,-21.478477331604346,Administração,etec-de-santa-rosa-de-viterbo,3547601,Santa Rosa De Viterbo,35,SP
Ensino Médio com Habilitação Profissional de Técnico em Logística - MTec,Manhã,75,40,1.87,2025,1,etec-de-santa-rosa-de-viterbo,-47.36946680291615,-21.478477331604346,Logística,etec-de-santa-rosa-de-viterbo,3547601,Santa Rosa De Viterbo,35,SP
Ensino Médio com Habilitação Profissional de Técnico em Programação de Jogos Digitais - MTec,Manhã,83,40,2.07,2025,1,etec-de-santa-rosa-de-viterbo,-47.36946680291615,-21.478477331604346,Programação de Jogos Digitais,etec-de-santa-rosa-de-viterbo,3547601,Santa Rosa De Viterbo,35,SP
Administração,Noite,51,30,1.7,2025,1,etec-de-sao-paulo-ceu-butanta,-46.6331458,-23.5291814,Administração,etec-de-sao-paulo-ceu-butanta,3550308,São Paulo,35,SP
Ensino Médio com Habilitação Profissional de Técnico em Marketing - MTec-N,Noite,53,30,1.76,2025,1,etec-de-sao-paulo-ceu-butanta,-46.6331458,-23.5291814,Marketing,etec-de-sao-paulo-ceu-butanta,3550308,São Paulo,35,SP
Administração - 20% On-line,Noite,55,40,1.37,2025,1,etec-de-sao-paulo,-46.6331458,-23.5291814,Administração,etec-de-sao-paulo,3550308,São Paulo,35,SP
Desenvolvimento de Sistemas - 20% On-line,Noite,115,40,2.87,2025,1,etec-de-sao-paulo,-46.6331458,-23.5291814,Desenvolvimento de Sistemas,etec-de-sao-paulo,3550308,São Paulo,35,SP
Ensino Médio com Habilitação Profissional de Técnico em Administração - MTec-PI,Manhã e Tarde,364,40,9.1,2025,1,etec-de-sao-paulo,-46.6331458,-23.5291814,Administração,etec-de-sao-paulo,3550308,São Paulo,35,SP
Ensino Médio com Habilitação Profissional de Técnico em Desenvolvimento de Sistemas - MTec-PI,Manhã e Tarde,617,40,15.42,2025,1,etec-de-sao-paulo,-46.6331458,-23.5291814,Desenvolvimento de Sistemas,etec-de-sao-paulo,3550308,São Paulo,35,SP
Ensino Médio com Habilitação Profissional de Técnico em Edificações - MTec-PI,Manhã e Tarde,207,40,5.17,2025,1,etec-de-sao-paulo,-46.6331458,-23.5291814,Edificações,etec-de-sao-paulo,3550308,São Paulo,35,SP
Ensino Médio com Habilitação Profissional de Técnico em Eletrônica - MTec-PI,Manhã e Tarde,217,40,5.42,2025,1,etec-de-sao-paulo,-46.6331458,-23.5291814,Eletrônica,etec-de-sao-paulo,3550308,São Paulo,35,SP
Ensino Médio com Habilitação Profissional de Técnico em Meio Ambiente - MTec-PI,Manhã e Tarde,268,40,6.7,2025,1,etec-de-sao-paulo,-46.6331458,-23.5291814,Meio Ambiente,etec-de-sao-paulo,3550308,São Paulo,35,SP
Guia de Turismo,Noite,48,40,1.2,2025,1,etec-de-sao-paulo,-46.6331458,-23.5291814,Guia de Turismo,etec-de-sao-paulo,3550308,São Paulo,35,SP
Enfermagem,Manhã,39,30,1.3,2025,1,etec-de-sao-roque-univesp-aluminio,-47.2537382,-23.5328007,Enfermagem,etec-de-sao-roque-univesp-aluminio,3501152,Alumínio,35,SP
Ensino Médio com Habilitação Profissional de Técnico em Administração - MTec-N,Noite,51,40,1.27,2025,1,etec-de-sao-roque-univesp-aluminio,-47.2537382,-23.5328007,Administração,etec-de-sao-roque-univesp-aluminio,3501152,Alumínio,35,SP
Enfermagem,Tarde,55,30,1.83,2025,1,etec-de-sao-roque,-47.13740019999999,-23.5298156,Enfermagem,etec-de-sao-roque,3550605,São Roque,35,SP
Ensino Médio com Habilitação Profissional de Técnico em Administração - MTec-N,Noite,124,35,3.54,2025,1,etec-de-sao-roque,-47.13740019999999,-23.5298156,Administração,etec-de-sao-roque,3550605,São Roque,35,SP
Ensino Médio com Habilitação Profissional de Técnico em Informática - MTec,Manhã,398,35,11.37,2025,1,etec-de-sao-roque,-47.13740019999999,-23.5298156,Informática,etec-de-sao-roque,3550605,São Roque,35,SP
Ensino Médio com Habilitação Profissional de Técnico em Administração - MTec - AMS,Tarde,128,40,3.2,2025,1,etec-de-sao-sebastiao-fatec-de-sao-sebastiao,-45.4029319,-23.7931869,Administração,etec-de-sao-sebastiao-fatec-de-sao-se...,3550704,São Sebastião,35,SP
Ensino Médio com Habilitação Profissional de Técnico em Desenvolvimento de Sistemas - MTec - AMS,Tarde,84,40,2.1,2025,1,etec-de-sao-sebastiao-fatec-de-sao-sebastiao,-45.4029319,-23.7931869,Desenvolvimento de Sistemas,etec-de-sao-sebastiao-fatec-de-sao-se...,3550704,São Sebastião,35,SP
Ensino Médio com Habilitação Profissional de Técnico em Administração - MTec-PI,Manhã e Tarde,96,30,3.2,2025,1,etec-de-sao-sebastiao-instituto-verdescola-sao-sebastiao,-45.6910591,-23.7678909,Administração,etec-de-sao-sebastiao-instituto-verde...,3550704,São Sebastião,35,SP
Ensino Médio com Habilitação Profissional de Técnico em Meio Ambiente - MTec-PI,Manhã e Tarde,75,30,2.5,2025,1,etec-de-sao-sebastiao-instituto-verdescola-sao-sebastiao,-45.6910591,-23.7678909,Meio Ambiente,etec-de-sao-sebastiao-instituto-verde...,3550704,São Sebastião,35,SP
Ensino Médio com Habilitação Profissional de Técnico em Nutrição e Dietética - Mtec-N,Noite,24,30,0.8,2025,1,etec-de-sao-sebastiao-instituto-verdescola-sao-sebastiao,-45.6910591,-23.7678909,Nutrição e Dietética,etec-de-sao-sebastiao-instituto-verde...,3550704,São Sebastião,35,SP
Ensino Médio com Habilitação Profissional de Técnico em Marketing - MTec,Manhã,250,40,6.25,2025,1,etec-de-sao-sebastiao,-45.69099440000001,-23.7679279,Marketing,etec-de-sao-sebastiao,3550704,São Sebastião,35,SP
Ensino Médio com Habilitação Profissional de Técnico em Meio Ambiente - MTec,Manhã,118,40,2.95,2025,1,etec-de-sao-sebastiao,-45.69099440000001,-23.7679279,Meio Ambiente,etec-de-sao-sebastiao,3550704,São Sebastião,35,SP
Ensino Médio com Habilitação Profissional de Técnico em Nutrição e Dietética - MTec,Tarde,93,40,2.32,2025,1,etec-de-sao-sebastiao,-45.69099440000001,-23.7679279,Nutrição e Dietética,etec-de-sao-sebastiao,3550704,São Sebastião,35,SP
Recursos Humanos,Noite,67,30,2.23,2025,1,etec-de-sapopemba-ceu-sao-rafael,-46.48694159999999,-23.6123557,Recursos Humanos,etec-de-sapopemba-ceu-sao-rafael,3550308,São Paulo,35,SP
Serviços Jurídicos,Noite,48,30,1.6,2025,1,etec-de-sapopemba-ceu-sapopemba,-46.48694159999999,-23.6123557,Serviços Jurídicos,etec-de-sapopemba-ceu-sapopemba,3550308,São Paulo,35,SP
Administração,Noite,88,40,2.2,2025,1,etec-de-sapopemba,-46.48694159999999,-23.6123557,Administração,etec-de-sapopemba,3550308,São Paulo,35,SP
Desenvolvimento de Sistemas,Tarde,120,40,3,2025,1,etec-de-sapopemba,-46.48694159999999,-23.6123557,Desenvolvimento de Sistemas,etec-de-sapopemba,3550308,São Paulo,35,SP
Ensino Médio com Habilitação Profissional de Técnico em Administração - MTec,Manhã,337,40,8.42,2025,1,etec-de-sapopemba,-46.48694159999999,-23.6123557,Administração,etec-de-sapopemba,3550308,São Paulo,35,SP
Ensino Médio com Habilitação Profissional de Técnico em Administração - MTec,Tarde,91,40,2.27,2025,1,etec-de-sapopemba,-46.48694159999999,-23.6123557,Administração,etec-de-sapopemba,3550308,São Paulo,35,SP
Ensino Médio com Habilitação Profissional de Técnico em Alimentos - MTec,Manhã,147,40,3.67,2025,1,etec-de-sapopemba,-46.48694159999999,-23.6123557,Alimentos,etec-de-sapopemba,3550308,São Paulo,35,SP
Ensino Médio com Habilitação Profissional de Técnico em Desenvolvimento de Sistemas - MTec,Manhã,428,40,10.7,2025,1,etec-de-sapopemba,-46.48694159999999,-23.6123557,Desenvolvimento de Sistemas,etec-de-sapopemba,3550308,São Paulo,35,SP
Ensino Médio com Habilitação Profissional de Técnico em Gastronomia - MTec-N,Noite,42,40,1.05,2025,1,etec-de-sapopemba,-46.48694159999999,-23.6123557,Gastronomia,etec-de-sapopemba,3550308,São Paulo,35,SP
Ensino Médio com Habilitação Profissional de Técnico em Marketing - MTec,Tarde,142,40,3.55,2025,1,etec-de-sapopemba,-46.48694159999999,-23.6123557,Marketing,etec-de-sapopemba,3550308,São Paulo,35,SP
Ensino Médio com Habilitação Profissional de Técnico em Química - MTec,Tarde,51,40,1.27,2025,1,etec-de-sapopemba,-46.48694159999999,-23.6123557,Química,etec-de-sapopemba,3550308,São Paulo,35,SP
