curso,periodo,inscritos,vagas,demanda,ano,semestre,unidade,lon,lat,curso_resumido,unidade_pad,code_muni,name_muni,code_state,abbrev_state
Ensino Médio com Habilitação Profissional de Técnico em Edificações - MTec,Manhã,128,40,3.2,2025,1,etec-elias-nechar,-48.95669299999999,-21.1308377,Edificações,etec-elias-nechar,3511102,Catanduva,35,SP
Ensino Médio com Habilitação Profissional de Técnico em Informática para Internet - MTec,Tarde,64,40,1.6,2025,1,etec-elias-nechar,-48.95669299999999,-21.1308377,Informática para Internet,etec-elias-nechar,3511102,Catanduva,35,SP
Ensino Médio com Habilitação Profissional de Técnico em Meio Ambiente - MTec-N,Noite,22,40,0.55,2025,1,etec-elias-nechar,-48.95669299999999,-21.1308377,Meio Ambiente,etec-elias-nechar,3511102,Catanduva,35,SP
Ensino Médio com Habilitação Profissional de Técnico em Química - MTec-PI,Manhã e Tarde,145,40,3.62,2025,1,etec-elias-nechar,-48.95669299999999,-21.1308377,Química,etec-elias-nechar,3511102,Catanduva,35,SP
Soldagem,Noite,45,40,1.12,2025,1,etec-elias-nechar,-48.95669299999999,-21.1308377,Soldagem,etec-elias-nechar,3511102,Catanduva,35,SP
Gastronomia,Noite,65,30,2.16,2025,1,etec-engenheiro-agronomo-narciso-de-medeiros-cozinha-escola-de-alimentos-da-prefeitura-de-iguape-iguape,-47.5462716,-24.6711605,Gastronomia,etec-engenheiro-agronomo-narciso-de-m...,3520301,Iguape,35,SP
Administração,Noite,38,30,1.26,2025,1,etec-engenheiro-agronomo-narciso-de-medeiros-emef-diogo-ribeiro-miracatu,-47.4580618,-24.2823321,Administração,etec-engenheiro-agronomo-narciso-de-m...,3529906,Miracatu,35,SP
Ensino Médio com Habilitação Profissional de Técnico em Agropecuária - MTec-PI,Manhã e Tarde,92,40,2.29,2025,1,etec-engenheiro-agronomo-narciso-de-medeiros,-47.5462716,-24.6711605,Agropecuária,etec-engenheiro-agronomo-narciso-de-m...,3520301,Iguape,35,SP
Ensino Médio com Habilitação Profissional de Técnico em Informática - MTec,Manhã,99,40,2.47,2025,1,etec-engenheiro-agronomo-narciso-de-medeiros,-47.5462716,-24.6711605,Informática,etec-engenheiro-agronomo-narciso-de-m...,3520301,Iguape,35,SP
Administração,Noite,61,40,1.52,2025,1,etec-engenheiro-herval-bellusci-ee-aguia-de-haia,-50.7317419,-21.9186019,Administração,etec-engenheiro-herval-bellusci-ee-ag...,3505807,Bastos,35,SP
Logística,Noite,63,40,1.57,2025,1,etec-engenheiro-herval-bellusci-ee-aguia-de-haia,-50.7317419,-21.9186019,Logística,etec-engenheiro-herval-bellusci-ee-ag...,3505807,Bastos,35,SP
Ensino Médio com Habilitação Profissional de Técnico em Administração - MTec-N,Noite,54,35,1.54,2025,1,etec-engenheiro-herval-bellusci-emef-dr-irineu-buller-almeida-bastos,-51.1326318,-21.7032943,Administração,etec-engenheiro-herval-bellusci-emef-...,3500105,Adamantina,35,SP
Ensino Médio com Habilitação Profissional de Técnico em Agronegócio - MTec - AMS,Tarde,57,35,1.62,2025,1,etec-engenheiro-herval-bellusci-fatec-de-adamantina,-51.1326318,-21.7032943,Agronegócio,etec-engenheiro-herval-bellusci-fatec...,3500105,Adamantina,35,SP
Ensino Médio com Habilitação Profissional de Técnico em Agropecuária - MTec-PI,Manhã e Tarde,84,35,2.4,2025,1,etec-engenheiro-herval-bellusci,-51.1326318,-21.7032943,Agropecuária,etec-engenheiro-herval-bellusci,3500105,Adamantina,35,SP
Zootecnia,Noite,60,40,1.5,2025,1,etec-engenheiro-herval-bellusci,-51.1326318,-21.7032943,Zootecnia,etec-engenheiro-herval-bellusci,3500105,Adamantina,35,SP
Ensino Médio com Habilitação Profissional de Técnico em Administração - MTec-N,Noite,58,40,1.45,2025,1,etec-euro-albino-de-souza-em-professor-jose-roberto-chiavegato-bita-jaguariuna,-46.9848946,-22.7042274,Administração,etec-euro-albino-de-souza-em-professo...,3524709,Jaguariúna,35,SP
Administração,Noite,64,40,1.6,2025,1,etec-euro-albino-de-souza,-46.9305946,-22.344363,Administração,etec-euro-albino-de-souza,3530706,Mogi Guaçu,35,SP
Ensino Médio com Habilitação Profissional de Técnico em Administração - MTec-PI,Manhã e Tarde,158,40,3.95,2025,1,etec-euro-albino-de-souza,-46.9305946,-22.344363,Administração,etec-euro-albino-de-souza,3530706,Mogi Guaçu,35,SP
Ensino Médio com Habilitação Profissional de Técnico em Automação Industrial - MTec,Manhã,169,40,4.22,2025,1,etec-euro-albino-de-souza,-46.9305946,-22.344363,Automação Industrial,etec-euro-albino-de-souza,3530706,Mogi Guaçu,35,SP
Ensino Médio com Habilitação Profissional de Técnico em Desenvolvimento de Sistemas - MTec-PI,Manhã e Tarde,179,40,4.47,2025,1,etec-euro-albino-de-souza,-46.9305946,-22.344363,Desenvolvimento de Sistemas,etec-euro-albino-de-souza,3530706,Mogi Guaçu,35,SP
Ensino Médio com Habilitação Profissional de Técnico em Eletrônica - Mtec-N,Noite,67,40,1.67,2025,1,etec-euro-albino-de-souza,-46.9305946,-22.344363,Eletrônica,etec-euro-albino-de-souza,3530706,Mogi Guaçu,35,SP
Administração,Noite,38,35,1.08,2025,1,etec-fernando-prestes-ee-joao-climaco-de-camargo-pires,-47.4711936,-23.5117797,Administração,etec-fernando-prestes-ee-joao-climaco...,3552205,Sorocaba,35,SP
Técnico em Qualidade,Noite,39,35,1.11,2025,1,etec-fernando-prestes-ee-joao-climaco-de-camargo-pires,-47.4711936,-23.5117797,Qualidade,etec-fernando-prestes-ee-joao-climaco...,3552205,Sorocaba,35,SP
Hospedagem,Noite,65,40,1.62,2025,1,etec-fernando-prestes-em-cie-profo-osmar-giacomelli-aracoiaba-da-serra,-47.6019977,-23.5083114,Hospedagem,etec-fernando-prestes-em-cie-profo-os...,3502903,Araçoiaba Da Serra,35,SP
Ensino Médio com Habilitação Profissional de Técnico em Desenvolvimento de Sistemas - MTec - AMS,Tarde,227,40,5.67,2025,1,etec-fernando-prestes-fatec-jose-crespo-gonzales,-47.4711936,-23.5117797,Desenvolvimento de Sistemas,etec-fernando-prestes-fatec-jose-cres...,3552205,Sorocaba,35,SP
Ensino Médio com Habilitação Profissional de Técnico em Logística - MTec-AMS,Tarde,108,40,2.7,2025,1,etec-fernando-prestes-fatec-jose-crespo-gonzales,-47.4711936,-23.5117797,Logística,etec-fernando-prestes-fatec-jose-cres...,3552205,Sorocaba,35,SP
Administração,Noite,83,40,2.07,2025,1,etec-fernando-prestes,-47.4711936,-23.5117797,Administração,etec-fernando-prestes,3552205,Sorocaba,35,SP
Contabilidade,Noite,38,40,0.95,2025,1,etec-fernando-prestes,-47.4711936,-23.5117797,Contabilidade,etec-fernando-prestes,3552205,Sorocaba,35,SP
Desenho de Construção Civil,Noite,31,40,0.77,2025,1,etec-fernando-prestes,-47.4711936,-23.5117797,Desenho de Construção Civil,etec-fernando-prestes,3552205,Sorocaba,35,SP
Desenvolvimento de Sistemas,Noite,121,40,3.02,2025,1,etec-fernando-prestes,-47.4711936,-23.5117797,Desenvolvimento de Sistemas,etec-fernando-prestes,3552205,Sorocaba,35,SP
Design de Interiores,Noite,51,40,1.27,2025,1,etec-fernando-prestes,-47.4711936,-23.5117797,Design de Interiores,etec-fernando-prestes,3552205,Sorocaba,35,SP
Ensino Médio com Habilitação Profissional de Técnico em Administração - MTec,Tarde,72,40,1.8,2025,1,etec-fernando-prestes,-47.4711936,-23.5117797,Administração,etec-fernando-prestes,3552205,Sorocaba,35,SP
Ensino Médio com Habilitação Profissional de Técnico em Administração - MTec,Manhã,395,40,9.87,2025,1,etec-fernando-prestes,-47.4711936,-23.5117797,Administração,etec-fernando-prestes,3552205,Sorocaba,35,SP
Ensino Médio com Habilitação Profissional de Técnico em Agenciamento de Viagem - MTec,Manhã,134,40,3.35,2025,1,etec-fernando-prestes,-47.4711936,-23.5117797,Agenciamento de Viagem,etec-fernando-prestes,3552205,Sorocaba,35,SP
Ensino Médio com Habilitação Profissional de Técnico em Contabilidade - MTec,Tarde,71,40,1.77,2025,1,etec-fernando-prestes,-47.4711936,-23.5117797,Contabilidade,etec-fernando-prestes,3552205,Sorocaba,35,SP
Ensino Médio com Habilitação Profissional de Técnico em Desenvolvimento de Sistemas - MTec,Manhã,501,40,12.52,2025,1,etec-fernando-prestes,-47.4711936,-23.5117797,Desenvolvimento de Sistemas,etec-fernando-prestes,3552205,Sorocaba,35,SP
Ensino Médio com Habilitação Profissional de Técnico em Edificações - MTec,Manhã,195,40,4.87,2025,1,etec-fernando-prestes,-47.4711936,-23.5117797,Edificações,etec-fernando-prestes,3552205,Sorocaba,35,SP
Ensino Médio com Habilitação Profissional de Técnico em Eventos - MTec,Manhã,231,40,5.77,2025,1,etec-fernando-prestes,-47.4711936,-23.5117797,Eventos,etec-fernando-prestes,3552205,Sorocaba,35,SP
Ensino Médio com Habilitação Profissional de Técnico em Informática para Internet - MTec,Manhã,177,40,4.42,2025,1,etec-fernando-prestes,-47.4711936,-23.5117797,Informática para Internet,etec-fernando-prestes,3552205,Sorocaba,35,SP
Ensino Médio com Habilitação Profissional de Técnico em Marketing - MTec,Tarde,160,40,4,2025,1,etec-fernando-prestes,-47.4711936,-23.5117797,Marketing,etec-fernando-prestes,3552205,Sorocaba,35,SP
Ensino Médio com Habilitação Profissional de Técnico em Recursos Humanos - MTec,Tarde,127,40,3.17,2025,1,etec-fernando-prestes,-47.4711936,-23.5117797,Recursos Humanos,etec-fernando-prestes,3552205,Sorocaba,35,SP
Ensino Médio com Habilitação Profissional de Técnico em Secretariado - MTec,Tarde,96,40,2.4,2025,1,etec-fernando-prestes,-47.4711936,-23.5117797,Secretariado,etec-fernando-prestes,3552205,Sorocaba,35,SP
Logística,Noite,44,40,1.1,2025,1,etec-fernando-prestes,-47.4711936,-23.5117797,Logística,etec-fernando-prestes,3552205,Sorocaba,35,SP
Recursos Humanos,Noite,43,40,1.07,2025,1,etec-fernando-prestes,-47.4711936,-23.5117797,Recursos Humanos,etec-fernando-prestes,3552205,Sorocaba,35,SP
Segurança do Trabalho - 20% On-line,Noite,53,40,1.32,2025,1,etec-fernando-prestes,-47.4711936,-23.5117797,Segurança do Trabalho,etec-fernando-prestes,3552205,Sorocaba,35,SP
Administração,Noite,43,40,1.07,2025,1,etec-ferrucio-humberto-gazzetta,-47.3154843,-22.8035256,Administração,etec-ferrucio-humberto-gazzetta,3533403,Nova Odessa,35,SP
Desenvolvimento de Sistemas,Noite,36,40,0.9,2025,1,etec-ferrucio-humberto-gazzetta,-47.3154843,-22.8035256,Desenvolvimento de Sistemas,etec-ferrucio-humberto-gazzetta,3533403,Nova Odessa,35,SP
Ensino Médio com Habilitação Profissional de Técnico em Administração - MTec-N,Noite,73,40,1.82,2025,1,etec-ferrucio-humberto-gazzetta,-47.3154843,-22.8035256,Administração,etec-ferrucio-humberto-gazzetta,3533403,Nova Odessa,35,SP
Ensino Médio com Habilitação Profissional de Técnico em Administração - MTec-PI,Manhã e Tarde,174,40,4.34,2025,1,etec-ferrucio-humberto-gazzetta,-47.3154843,-22.8035256,Administração,etec-ferrucio-humberto-gazzetta,3533403,Nova Odessa,35,SP
Ensino Médio com Habilitação Profissional de Técnico em Comércio Exterior - MTec-N,Noite,34,40,0.85,2025,1,etec-ferrucio-humberto-gazzetta,-47.3154843,-22.8035256,Comércio Exterior,etec-ferrucio-humberto-gazzetta,3533403,Nova Odessa,35,SP
Ensino Médio com Habilitação Profissional de Técnico em Desenvolvimento de Sistemas - MTec-PI,Manhã e Tarde,181,40,4.52,2025,1,etec-ferrucio-humberto-gazzetta,-47.3154843,-22.8035256,Desenvolvimento de Sistemas,etec-ferrucio-humberto-gazzetta,3533403,Nova Odessa,35,SP
Ensino Médio com Habilitação Profissional de Técnico em Marketing - MTec-PI,Manhã e Tarde,147,40,3.67,2025,1,etec-ferrucio-humberto-gazzetta,-47.3154843,-22.8035256,Marketing,etec-ferrucio-humberto-gazzetta,3533403,Nova Odessa,35,SP
Ensino Médio com Habilitação Profissional de Técnico em Recursos Humanos - MTec,Manhã,162,40,4.05,2025,1,etec-ferrucio-humberto-gazzetta,-47.3154843,-22.8035256,Recursos Humanos,etec-ferrucio-humberto-gazzetta,3533403,Nova Odessa,35,SP
Ensino Médio com Itinerário Formativo de Ciências Humanas e Sociais Aplicadas,Manhã,77,40,1.92,2025,1,etec-ferrucio-humberto-gazzetta,-47.3154843,-22.8035256,Ciências Humanas e Sociais Aplicadas,etec-ferrucio-humberto-gazzetta,3533403,Nova Odessa,35,SP
Ensino Médio com Habilitação Profissional de Técnico em Administração - MTec - AMS,Manhã,65,40,1.62,2025,1,etec-francisco-garcia-fatec-mococa-mario-roberson-de-sylos,-47.00837139999999,-21.4840412,Administração,etec-francisco-garcia-fatec-mococa-ma...,3530508,Mococa,35,SP
Administração,Noite,73,40,1.82,2025,1,etec-francisco-garcia,-47.00837139999999,-21.4840412,Administração,etec-francisco-garcia,3530508,Mococa,35,SP
Ensino Médio com Habilitação Profissional de Técnico em Administração - MTec-PI,Manhã e Tarde,138,40,3.45,2025,1,etec-francisco-garcia,-47.00837139999999,-21.4840412,Administração,etec-francisco-garcia,3530508,Mococa,35,SP
Ensino Médio com Habilitação Profissional de Técnico em Contabilidade - MTec-PI,Manhã e Tarde,53,40,1.32,2025,1,etec-francisco-garcia,-47.00837139999999,-21.4840412,Contabilidade,etec-francisco-garcia,3530508,Mococa,35,SP
Ensino Médio com Habilitação Profissional de Técnico em Informática para Internet - MTec-PI,Manhã e Tarde,99,40,2.47,2025,1,etec-francisco-garcia,-47.00837139999999,-21.4840412,Informática para Internet,etec-francisco-garcia,3530508,Mococa,35,SP
Ensino Médio com Habilitação Profissional de Técnico em Mecânica - MTec-PI,Manhã e Tarde,72,40,1.8,2025,1,etec-francisco-garcia,-47.00837139999999,-21.4840412,Mecânica,etec-francisco-garcia,3530508,Mococa,35,SP
Ensino Médio com Habilitação Profissional de Técnico em Química - MTec-PI,Manhã e Tarde,94,40,2.35,2025,1,etec-francisco-garcia,-47.00837139999999,-21.4840412,Química,etec-francisco-garcia,3530508,Mococa,35,SP
Farmácia,Noite,62,40,1.55,2025,1,etec-francisco-garcia,-47.00837139999999,-21.4840412,Farmácia,etec-francisco-garcia,3530508,Mococa,35,SP
Gastronomia,Noite,85,40,2.12,2025,1,etec-francisco-garcia,-47.00837139999999,-21.4840412,Gastronomia,etec-francisco-garcia,3530508,Mococa,35,SP
Informática,Noite,52,40,1.3,2025,1,etec-francisco-garcia,-47.00837139999999,-21.4840412,Informática,etec-francisco-garcia,3530508,Mococa,35,SP
Mecânica,Noite,65,40,1.62,2025,1,etec-francisco-garcia,-47.00837139999999,-21.4840412,Mecânica,etec-francisco-garcia,3530508,Mococa,35,SP
Segurança do Trabalho,Noite,72,40,1.8,2025,1,etec-francisco-garcia,-47.00837139999999,-21.4840412,Segurança do Trabalho,etec-francisco-garcia,3530508,Mococa,35,SP
Ensino Médio com Habilitação Profissional de Técnico em Administração - MTec-PI,Manhã e Tarde,208,40,5.2,2025,1,etec-frei-arnaldo-maria-de-itaporanga,-49.9658133,-20.417763,Administração,etec-frei-arnaldo-maria-de-itaporanga,3557105,Votuporanga,35,SP
Ensino Médio com Habilitação Profissional de Técnico em Agropecuária - MTec-PI,Manhã e Tarde,231,80,2.88,2025,1,etec-frei-arnaldo-maria-de-itaporanga,-49.9658133,-20.417763,Agropecuária,etec-frei-arnaldo-maria-de-itaporanga,3557105,Votuporanga,35,SP
Ensino Médio com Habilitação Profissional de Técnico em Desenvolvimento de Sistemas - Mtec-N,Noite,83,40,2.07,2025,1,etec-frei-arnaldo-maria-de-itaporanga,-49.9658133,-20.417763,Desenvolvimento de Sistemas,etec-frei-arnaldo-maria-de-itaporanga,3557105,Votuporanga,35,SP
Ensino Médio com Habilitação Profissional de Técnico em Informática - MTec-PI,Manhã e Tarde,181,40,4.52,2025,1,etec-frei-arnaldo-maria-de-itaporanga,-49.9658133,-20.417763,Informática,etec-frei-arnaldo-maria-de-itaporanga,3557105,Votuporanga,35,SP
Ensino Médio com Habilitação Profissional de Técnico em Recursos Humanos - MTec-N,Noite,60,40,1.5,2025,1,etec-frei-arnaldo-maria-de-itaporanga,-49.9658133,-20.417763,Recursos Humanos,etec-frei-arnaldo-maria-de-itaporanga,3557105,Votuporanga,35,SP
Administração,Noite,58,40,1.45,2025,1,etec-getulio-vargas-ee-professor-roldao-lopes-de-barros,-46.612268,-23.5893243,Administração,etec-getulio-vargas-ee-professor-rold...,3550308,São Paulo,35,SP
Serviços Jurídicos,Noite,52,40,1.3,2025,1,etec-getulio-vargas-ee-professor-roldao-lopes-de-barros,-46.612268,-23.5893243,Serviços Jurídicos,etec-getulio-vargas-ee-professor-rold...,3550308,São Paulo,35,SP
Administração,Tarde,49,40,1.22,2025,1,etec-getulio-vargas,-46.612268,-23.5893243,Administração,etec-getulio-vargas,3550308,São Paulo,35,SP
Design de Interiores,Noite,72,40,1.8,2025,1,etec-getulio-vargas,-46.612268,-23.5893243,Design de Interiores,etec-getulio-vargas,3550308,São Paulo,35,SP
Edificações,Noite,68,40,1.7,2025,1,etec-getulio-vargas,-46.612268,-23.5893243,Edificações,etec-getulio-vargas,3550308,São Paulo,35,SP
Eletrotécnica,Noite,60,40,1.5,2025,1,etec-getulio-vargas,-46.612268,-23.5893243,Eletrotécnica,etec-getulio-vargas,3550308,São Paulo,35,SP
Ensino Médio com Habilitação Profissional de Técnico em Administração - MTec-PI,Manhã e Tarde,183,35,5.22,2025,1,etec-getulio-vargas,-46.612268,-23.5893243,Administração,etec-getulio-vargas,3550308,São Paulo,35,SP
Ensino Médio com Habilitação Profissional de Técnico em Alimentos - MTec,Tarde,72,35,2.05,2025,1,etec-getulio-vargas,-46.612268,-23.5893243,Alimentos,etec-getulio-vargas,3550308,São Paulo,35,SP
Ensino Médio com Habilitação Profissional de Técnico em Automação Industrial - MTec,Manhã,114,35,3.25,2025,1,etec-getulio-vargas,-46.612268,-23.5893243,Automação Industrial,etec-getulio-vargas,3550308,São Paulo,35,SP
Ensino Médio com Habilitação Profissional de Técnico em Design de Interiores - MTec,Manhã,258,35,7.37,2025,1,etec-getulio-vargas,-46.612268,-23.5893243,Design de Interiores,etec-getulio-vargas,3550308,São Paulo,35,SP
Ensino Médio com Habilitação Profissional de Técnico em Design de Interiores - MTec,Tarde,82,35,2.34,2025,1,etec-getulio-vargas,-46.612268,-23.5893243,Design de Interiores,etec-getulio-vargas,3550308,São Paulo,35,SP
Ensino Médio com Habilitação Profissional de Técnico em Edificações - MTec,Manhã,117,35,3.34,2025,1,etec-getulio-vargas,-46.612268,-23.5893243,Edificações,etec-getulio-vargas,3550308,São Paulo,35,SP
Ensino Médio com Habilitação Profissional de Técnico em Edificações - MTec,Tarde,89,35,2.54,2025,1,etec-getulio-vargas,-46.612268,-23.5893243,Edificações,etec-getulio-vargas,3550308,São Paulo,35,SP
Ensino Médio com Habilitação Profissional de Técnico em Eletroeletrônica  - MTec,Tarde,37,35,1.05,2025,1,etec-getulio-vargas,-46.612268,-23.5893243,Eletroeletrônica,etec-getulio-vargas,3550308,São Paulo,35,SP
Ensino Médio com Habilitação Profissional de Técnico em Eletrônica - MTec,Manhã,90,35,2.57,2025,1,etec-getulio-vargas,-46.612268,-23.5893243,Eletrônica,etec-getulio-vargas,3550308,São Paulo,35,SP
Ensino Médio com Habilitação Profissional de Técnico em Eletrotécnica - MTec,Manhã,53,35,1.51,2025,1,etec-getulio-vargas,-46.612268,-23.5893243,Eletrotécnica,etec-getulio-vargas,3550308,São Paulo,35,SP
Ensino Médio com Habilitação Profissional de Técnico em Marketing - MTec,Tarde,209,35,5.97,2025,1,etec-getulio-vargas,-46.612268,-23.5893243,Marketing,etec-getulio-vargas,3550308,São Paulo,35,SP
Ensino Médio com Habilitação Profissional de Técnico em Mecânica - MTec,Manhã,112,35,3.2,2025,1,etec-getulio-vargas,-46.612268,-23.5893243,Mecânica,etec-getulio-vargas,3550308,São Paulo,35,SP
Ensino Médio com Habilitação Profissional de Técnico em Mecatrônica - MTec,Manhã,186,35,5.31,2025,1,etec-getulio-vargas,-46.612268,-23.5893243,Mecatrônica,etec-getulio-vargas,3550308,São Paulo,35,SP
Ensino Médio com Habilitação Profissional de Técnico em Mecatrônica - MTec,Tarde,67,35,1.91,2025,1,etec-getulio-vargas,-46.612268,-23.5893243,Mecatrônica,etec-getulio-vargas,3550308,São Paulo,35,SP
Ensino Médio com Habilitação Profissional de Técnico em Meio Ambiente - MTec-PI,Manhã e Tarde,103,35,2.94,2025,1,etec-getulio-vargas,-46.612268,-23.5893243,Meio Ambiente,etec-getulio-vargas,3550308,São Paulo,35,SP
Ensino Médio com Habilitação Profissional de Técnico em Nutrição e Dietética - MTec-PI,Manhã e Tarde,129,35,3.68,2025,1,etec-getulio-vargas,-46.612268,-23.5893243,Nutrição e Dietética,etec-getulio-vargas,3550308,São Paulo,35,SP
Ensino Médio com Habilitação Profissional de Técnico em Química - MTec,Manhã,215,35,6.14,2025,1,etec-getulio-vargas,-46.612268,-23.5893243,Química,etec-getulio-vargas,3550308,São Paulo,35,SP
Ensino Médio com Habilitação Profissional de Técnico em Química - MTec,Tarde,59,35,1.68,2025,1,etec-getulio-vargas,-46.612268,-23.5893243,Química,etec-getulio-vargas,3550308,São Paulo,35,SP
Ensino Médio com Habilitação Profissional de Técnico em Serviços Jurídicos - MTec,Tarde,304,35,8.68,2025,1,etec-getulio-vargas,-46.612268,-23.5893243,Serviços Jurídicos,etec-getulio-vargas,3550308,São Paulo,35,SP
Ensino Médio com Itinerário Formativo de Ciências Humanas e Sociais Aplicadas,Manhã,147,35,4.2,2025,1,etec-getulio-vargas,-46.612268,-23.5893243,Ciências Humanas e Sociais Aplicadas,etec-getulio-vargas,3550308,São Paulo,35,SP
Gestão de Unidades de Alimentação e Nutrição - Especialização,Noite,28,25,1.12,2025,1,etec-getulio-vargas,-46.612268,-23.5893243,Gestão de Unidades de Alimentação e Nutrição,etec-getulio-vargas,3550308,São Paulo,35,SP
Mecânica,Noite,63,40,1.57,2025,1,etec-getulio-vargas,-46.612268,-23.5893243,Mecânica,etec-getulio-vargas,3550308,São Paulo,35,SP
Mecatrônica,Noite,46,40,1.14,2025,1,etec-getulio-vargas,-46.612268,-23.5893243,Mecatrônica,etec-getulio-vargas,3550308,São Paulo,35,SP
Nutrição e Dietética,Noite,62,40,1.55,2025,1,etec-getulio-vargas,-46.612268,-23.5893243,Nutrição e Dietética,etec-getulio-vargas,3550308,São Paulo,35,SP
Química,Noite,46,40,1.14,2025,1,etec-getulio-vargas,-46.612268,-23.5893243,Química,etec-getulio-vargas,3550308,São Paulo,35,SP
Redes de Computadores,Noite,59,40,1.47,2025,1,etec-getulio-vargas,-46.612268,-23.5893243,Redes de Computadores,etec-getulio-vargas,3550308,São Paulo,35,SP
Sistemas de Energia Renovável - Ead,On-line,74,40,1.85,2025,1,etec-getulio-vargas,-46.612268,-23.5893243,Sistemas de Energia Renovável,etec-getulio-vargas,3550308,São Paulo,35,SP
Contabilidade,Noite,45,30,1.5,2025,1,etec-gildo-marcal-bezerra-brandao-ceu-perus,-46.7490081,-23.4008429,Contabilidade,etec-gildo-marcal-bezerra-brandao-ceu...,3550308,São Paulo,35,SP
Ensino Médio com Habilitação Profissional de Técnico em Recursos Humanos - MTec-N,Noite,36,30,1.2,2025,1,etec-gildo-marcal-bezerra-brandao-ceu-perus,-46.7490081,-23.4008429,Recursos Humanos,etec-gildo-marcal-bezerra-brandao-ceu...,3550308,São Paulo,35,SP
Administração,Noite,40,40,1,2025,1,etec-gildo-marcal-bezerra-brandao,-46.7490081,-23.4008429,Administração,etec-gildo-marcal-bezerra-brandao,3550308,São Paulo,35,SP
Ensino Médio com Habilitação Profissional de Técnico em Administração - MTec,Manhã,353,40,8.82,2025,1,etec-gildo-marcal-bezerra-brandao,-46.7490081,-23.4008429,Administração,etec-gildo-marcal-bezerra-brandao,3550308,São Paulo,35,SP
Ensino Médio com Habilitação Profissional de Técnico em Automação Industrial - MTec,Manhã,179,40,4.47,2025,1,etec-gildo-marcal-bezerra-brandao,-46.7490081,-23.4008429,Automação Industrial,etec-gildo-marcal-bezerra-brandao,3550308,São Paulo,35,SP
Ensino Médio com Habilitação Profissional de Técnico em Automação Industrial - MTec-N,Noite,50,40,1.25,2025,1,etec-gildo-marcal-bezerra-brandao,-46.7490081,-23.4008429,Automação Industrial,etec-gildo-marcal-bezerra-brandao,3550308,São Paulo,35,SP
Ensino Médio com Habilitação Profissional de Técnico em Recursos Humanos - MTec,Manhã,140,40,3.5,2025,1,etec-gildo-marcal-bezerra-brandao,-46.7490081,-23.4008429,Recursos Humanos,etec-gildo-marcal-bezerra-brandao,3550308,São Paulo,35,SP
Comércio Exterior,Noite,56,40,1.4,2025,1,etec-gino-rezaghi,-46.8255186,-23.3476316,Comércio Exterior,etec-gino-rezaghi,3509205,Cajamar,35,SP
Ensino Médio com Habilitação Profissional de Técnico em Administração - MTec-PI,Manhã e Tarde,171,40,4.27,2025,1,etec-gino-rezaghi,-46.8255186,-23.3476316,Administração,etec-gino-rezaghi,3509205,Cajamar,35,SP
Ensino Médio com Habilitação Profissional de Técnico em Informática para Internet - MTec,Manhã,187,40,4.67,2025,1,etec-gino-rezaghi,-46.8255186,-23.3476316,Informática para Internet,etec-gino-rezaghi,3509205,Cajamar,35,SP
Ensino Médio com Habilitação Profissional de Técnico em Logística - Mtec-N,Noite,74,40,1.85,2025,1,etec-gino-rezaghi,-46.8255186,-23.3476316,Logística,etec-gino-rezaghi,3509205,Cajamar,35,SP
Ensino Médio com Habilitação Profissional de Técnico em Marketing - MTec,Tarde,118,40,2.95,2025,1,etec-gino-rezaghi,-46.8255186,-23.3476316,Marketing,etec-gino-rezaghi,3509205,Cajamar,35,SP
Ensino Médio com Habilitação Profissional de Técnico em Recursos Humanos - MTec-N,Noite,75,40,1.87,2025,1,etec-gino-rezaghi,-46.8255186,-23.3476316,Recursos Humanos,etec-gino-rezaghi,3509205,Cajamar,35,SP
Ensino Médio com Itinerário Formativo de Ciências Humanas e Sociais Aplicadas,Manhã,85,40,2.12,2025,1,etec-gino-rezaghi,-46.8255186,-23.3476316,Ciências Humanas e Sociais Aplicadas,etec-gino-rezaghi,3509205,Cajamar,35,SP
Administração,Noite,28,40,0.7,2025,1,etec-guaracy-silveira,-46.6971418,-23.562361,Administração,etec-guaracy-silveira,3550308,São Paulo,35,SP
Edificações,Noite,82,40,2.04,2025,1,etec-guaracy-silveira,-46.6971418,-23.562361,Edificações,etec-guaracy-silveira,3550308,São Paulo,35,SP
Ensino Médio com Habilitação Profissional de Técnico em Administração - MTec-PI,Manhã e Tarde,256,40,6.4,2025,1,etec-guaracy-silveira,-46.6971418,-23.562361,Administração,etec-guaracy-silveira,3550308,São Paulo,35,SP
Ensino Médio com Habilitação Profissional de Técnico em Design de Interiores - MTec,Tarde,212,40,5.3,2025,1,etec-guaracy-silveira,-46.6971418,-23.562361,Design de Interiores,etec-guaracy-silveira,3550308,São Paulo,35,SP
Ensino Médio com Habilitação Profissional de Técnico em Edificações - MTec-PI,Manhã e Tarde,186,40,4.65,2025,1,etec-guaracy-silveira,-46.6971418,-23.562361,Edificações,etec-guaracy-silveira,3550308,São Paulo,35,SP
Ensino Médio com Habilitação Profissional de Técnico em Eletrônica - Mtec-N,Noite,38,40,0.95,2025,1,etec-guaracy-silveira,-46.6971418,-23.562361,Eletrônica,etec-guaracy-silveira,3550308,São Paulo,35,SP
Ensino Médio com Habilitação Profissional de Técnico em Eletrônica - MTec-PI,Manhã e Tarde,119,40,2.97,2025,1,etec-guaracy-silveira,-46.6971418,-23.562361,Eletrônica,etec-guaracy-silveira,3550308,São Paulo,35,SP
