lon,lat,unidade
-51.32071759999999,-20.9738224,etec-sebastiana-augusta-de-moraes-ee-dona-noemia-dias-perotti
-51.32071759999999,-20.9738224,etec-sebastiana-augusta-de-moraes-ee-vicente-barbosa
-51.3858222,-20.9102649,etec-sebastiana-augusta-de-moraes-em-fundacao-educacional-de-andradina-andradina
-51.32071759999999,-20.9738224,etec-sebastiana-augusta-de-moraes
-46.6473071,-23.5329093,etec-sebrae
-48.3677099,-21.604093,etec-sylvio-de-mattos-carvalho
-46.6442002,-23.7047679,etec-takashi-morita-ceu-alvarenga
-46.7243151,-23.828783,etec-takashi-morita-ceu-parelheiros
-46.71499650313746,-23.650980131563227,etec-takashi-morita
-47.4414324,-21.998562,etec-tenente-aviador-gustavo-klug
-46.48172599999999,-23.551482,etec-tereza-aparecida-cardoso-nunes-de-oliveira-faculdade-de-tecnologia-de-itaquera-professor-miguel-reale
-46.48172599999999,-23.551482,etec-tereza-aparecida-cardoso-nunes-de-oliveira
-47.4074952,-22.566735,etec-trajano-camargo
-46.790472,-23.6009705,etec-uirapuru
-47.0559072,-23.1507067,etec-vasco-antonio-venchiarutti-cemeb-victoria-comodo-raymundo-fernandes-itupeva
-46.8734361,-23.2363865,etec-vasco-antonio-venchiarutti
-48.82612517407392,-21.754625762622982,etec-vereador-e-vice-prefeito-sergio-da-fonseca
-49.3487744,-23.1927385,etec-waldyr-duron-junior
-46.475812,-23.5231922,etec-zona-leste-ceu-azul-da-cor-do-mar
-46.475812,-23.5231922,etec-zona-leste-ceu-parque-sao-carlos
-46.475812,-23.5231922,etec-zona-leste-ceu-sao-miguel-luiz-melodia
-46.475812,-23.5231922,etec-zona-leste-fatec-zona-leste
-46.475812,-23.5231922,etec-zona-leste
