curso,periodo,inscritos,vagas,demanda,ano,semestre,unidade
Administração,Noite,46,40,1.14,2025,1,etec-paulo-do-carmo-monteiro
Ensino Médio com Habilitação Profissional de Técnico em Administração - MTec,Manhã,157,40,3.92,2025,1,etec-paulo-do-carmo-monteiro
Ensino Médio com Habilitação Profissional de Técnico em Informática para Internet - MTec,Tarde,84,40,2.1,2025,1,etec-paulo-do-carmo-monteiro
Ensino Médio com Habilitação Profissional de Técnico em Informática para Internet - MTec-N,Noite,57,40,1.42,2025,1,etec-paulo-do-carmo-monteiro
Ensino Médio com Habilitação Profissional de Técnico em Marketing - MTec,Manhã,145,40,3.62,2025,1,etec-paulo-do-carmo-monteiro
Ensino Médio com Habilitação Profissional de Técnico em Marketing - MTec,Tarde,41,40,1.02,2025,1,etec-paulo-do-carmo-monteiro
Segurança do Trabalho,Noite,51,40,1.27,2025,1,etec-paulo-do-carmo-monteiro
