curso,periodo,inscritos,vagas,demanda,ano,semestre,unidade
Ensino Médio com Habilitação Profissional de Técnico em Administração - MTec-PI,Manhã e Tarde,53,40,1.32,2025,1,etec-de-guaira
Ensino Médio com Habilitação Profissional de Técnico em Contabilidade - MTec-N,Noite,35,40,0.87,2025,1,etec-de-guaira
Ensino Médio com Habilitação Profissional de Técnico em Desenvolvimento de Sistemas - MTec-PI,Manhã e Tarde,47,40,1.17,2025,1,etec-de-guaira
Segurança do Trabalho,Noite,57,40,1.42,2025,1,etec-de-guaira
