curso,periodo,inscritos,vagas,demanda,ano,semestre,unidade
Agropecuária,Noite,46,40,1.14,2025,1,etec-professor-doutor-antonio-eufrasio-toledo
Desenvolvimento de Sistemas,Noite,51,40,1.27,2025,1,etec-professor-doutor-antonio-eufrasio-toledo
Ensino Médio com Habilitação Profissional de Técnico em Agropecuária - MTec-PI,Manhã e Tarde,225,120,1.87,2025,1,etec-professor-doutor-antonio-eufrasio-toledo
