curso,periodo,inscritos,vagas,demanda,ano,semestre,unidade
Administração,Noite,64,40,1.6,2025,1,etec-euro-albino-de-souza
Ensino Médio com Habilitação Profissional de Técnico em Administração - MTec-PI,Manhã e Tarde,158,40,3.95,2025,1,etec-euro-albino-de-souza
Ensino Médio com Habilitação Profissional de Técnico em Automação Industrial - MTec,Manhã,169,40,4.22,2025,1,etec-euro-albino-de-souza
Ensino Médio com Habilitação Profissional de Técnico em Desenvolvimento de Sistemas - MTec-PI,Manhã e Tarde,179,40,4.47,2025,1,etec-euro-albino-de-souza
Ensino Médio com Habilitação Profissional de Técnico em Eletrônica - Mtec-N,Noite,67,40,1.67,2025,1,etec-euro-albino-de-souza
