curso,periodo,inscritos,vagas,demanda,ano,semestre,unidade
Design Gráfico,Noite,40,35,1.14,2025,1,etec-martinho-di-ciero
Ensino Médio com Habilitação Profissional de Técnico em Administração - MTec-N,Noite,69,35,1.97,2025,1,etec-martinho-di-ciero
Ensino Médio com Habilitação Profissional de Técnico em Design de Interiores - MTec,Tarde,86,35,2.45,2025,1,etec-martinho-di-ciero
Ensino Médio com Habilitação Profissional de Técnico em Informática - MTec-N,Noite,42,35,1.2,2025,1,etec-martinho-di-ciero
Ensino Médio com Habilitação Profissional de Técnico em Informática para Internet - MTec,Manhã,150,35,4.28,2025,1,etec-martinho-di-ciero
Ensino Médio com Habilitação Profissional de Técnico em Meio Ambiente - MTec,Manhã,99,35,2.82,2025,1,etec-martinho-di-ciero
