curso,periodo,inscritos,vagas,demanda,ano,semestre,unidade
Ensino Médio com Habilitação Profissional de Técnico em Agronegócio - MTec,Manhã,30,35,0.85,2025,1,etec-prefeito-jose-esteves
Ensino Médio com Habilitação Profissional de Técnico em Agropecuária - MTec,Manhã,72,35,2.05,2025,1,etec-prefeito-jose-esteves
