curso,periodo,inscritos,vagas,demanda,ano,semestre,unidade
Ensino Médio com Habilitação Profissional de Técnico em Administração - MTec-PI,Manhã e Tarde,216,70,3.08,2025,1,etec-de-porto-feliz
Ensino Médio com Habilitação Profissional de Técnico em Informática para Internet - MTec-N,Noite,41,35,1.17,2025,1,etec-de-porto-feliz
Ensino Médio com Habilitação Profissional de Técnico em Logística - Mtec-N,Noite,36,35,1.02,2025,1,etec-de-porto-feliz
Técnico em Qualidade,Noite,48,35,1.37,2025,1,etec-de-porto-feliz
