curso,periodo,inscritos,vagas,demanda,ano,semestre,unidade
Administração,Noite,58,40,1.45,2025,1,etec-doutora-ruth-cardoso-ee-prof-a-zulmira-de-almeida-lambert
Logística,Noite,55,40,1.37,2025,1,etec-doutora-ruth-cardoso-ee-prof-a-zulmira-de-almeida-lambert
