curso,periodo,inscritos,vagas,demanda,ano,semestre,unidade
Ensino Médio com Habilitação Profissional de Técnico em Serviços Jurídicos - MTec-N,Noite,27,40,0.67,2025,1,etec-antonio-devisate-ee-monsenhor-bicudo
Logística,Noite,52,40,1.3,2025,1,etec-antonio-devisate-ee-monsenhor-bicudo
