curso,periodo,inscritos,vagas,demanda,ano,semestre,unidade
Agropecuária,Tarde,45,40,1.12,2025,1,etec-professor-carmelino-correa-junior
Cafeicultura,Noite,53,40,1.32,2025,1,etec-professor-carmelino-correa-junior
Ensino Médio com Habilitação Profissional de Técnico em Agronegócio - MTec-N,Noite,52,40,1.3,2025,1,etec-professor-carmelino-correa-junior
Ensino Médio com Habilitação Profissional de Técnico em Agropecuária - MTec,Tarde,69,40,1.72,2025,1,etec-professor-carmelino-correa-junior
Ensino Médio com Habilitação Profissional de Técnico em Agropecuária - MTec,Manhã,177,40,4.42,2025,1,etec-professor-carmelino-correa-junior
Ensino Médio com Habilitação Profissional de Técnico em Biotecnologia - MTec-PI,Manhã e Tarde,69,40,1.72,2025,1,etec-professor-carmelino-correa-junior
Ensino Médio com Habilitação Profissional de Técnico em Química - MTec,Manhã,85,40,2.12,2025,1,etec-professor-carmelino-correa-junior
