curso,periodo,inscritos,vagas,demanda,ano,semestre,unidade
Administração,Noite,26,30,0.86,2025,1,etec-carolina-carinhato-sampaio-ceu-tres-lagos
Ensino Médio com Habilitação Profissional de Técnico em Administração - MTec-N,Noite,80,30,2.66,2025,1,etec-carolina-carinhato-sampaio-ceu-tres-lagos
