curso,periodo,inscritos,vagas,demanda,ano,semestre,unidade
Agroindústria,Noite,53,35,1.51,2025,1,etec-astor-de-mattos-carvalho
Ensino Médio com Habilitação Profissional de Técnico em Administração - MTec-PI,Manhã e Tarde,57,35,1.62,2025,1,etec-astor-de-mattos-carvalho
Ensino Médio com Habilitação Profissional de Técnico em Agropecuária - MTec-PI,Manhã e Tarde,102,35,2.91,2025,1,etec-astor-de-mattos-carvalho
Ensino Médio com Habilitação Profissional de Técnico em Informática para Internet - MTec-PI,Manhã e Tarde,55,35,1.57,2025,1,etec-astor-de-mattos-carvalho
