curso,periodo,inscritos,vagas,demanda,ano,semestre,unidade
Administração,Noite,87,40,2.17,2025,1,etec-deputado-ary-de-camargo-pedroso
Automação Industrial,Noite,82,40,2.04,2025,1,etec-deputado-ary-de-camargo-pedroso
Eletroeletrônica,Noite,38,40,0.95,2025,1,etec-deputado-ary-de-camargo-pedroso
Ensino Médio com Habilitação Profissional de Técnico em Administração - MTec,Manhã,229,40,5.72,2025,1,etec-deputado-ary-de-camargo-pedroso
Ensino Médio com Habilitação Profissional de Técnico em Administração - MTec-N,Noite,55,40,1.37,2025,1,etec-deputado-ary-de-camargo-pedroso
Ensino Médio com Habilitação Profissional de Técnico em Automação Industrial - MTec,Tarde,106,40,2.65,2025,1,etec-deputado-ary-de-camargo-pedroso
Ensino Médio com Habilitação Profissional de Técnico em Desenvolvimento de Sistemas - MTec,Tarde,51,40,1.27,2025,1,etec-deputado-ary-de-camargo-pedroso
Ensino Médio com Habilitação Profissional de Técnico em Desenvolvimento de Sistemas - MTec,Manhã,217,40,5.42,2025,1,etec-deputado-ary-de-camargo-pedroso
Ensino Médio com Habilitação Profissional de Técnico em Logística - MTec,Manhã,131,40,3.27,2025,1,etec-deputado-ary-de-camargo-pedroso
