curso,periodo,inscritos,vagas,demanda,ano,semestre,unidade
Desenvolvimento de Sistemas,Noite,97,40,2.42,2025,1,etec-uirapuru
Enfermagem,Manhã,102,40,2.54,2025,1,etec-uirapuru
Ensino Médio com Habilitação Profissional de Técnico em Administração - MTec,Manhã,235,40,5.87,2025,1,etec-uirapuru
Ensino Médio com Habilitação Profissional de Técnico em Desenvolvimento de Sistemas - MTec,Tarde,188,40,4.7,2025,1,etec-uirapuru
Ensino Médio com Habilitação Profissional de Técnico em Nutrição e Dietética - MTec,Tarde,139,40,3.47,2025,1,etec-uirapuru
Ensino Médio com Habilitação Profissional de Técnico em Segurança do Trabalho - MTec-N,Noite,17,40,0.42,2025,1,etec-uirapuru
Gastronomia - 20% On-line,Noite,53,40,1.32,2025,1,etec-uirapuru
Nutrição e Dietética - 20% On-line,Noite,36,40,0.9,2025,1,etec-uirapuru
Segurança do Trabalho,Noite,46,40,1.14,2025,1,etec-uirapuru
