curso,periodo,inscritos,vagas,demanda,ano,semestre,unidade
Ensino Médio com Habilitação Profissional de Técnico em Administração - MTec,Manhã,115,35,3.28,2025,1,etec-professor-milton-gazzetti
Ensino Médio com Habilitação Profissional de Técnico em Agropecuária - MTec,Manhã,65,40,1.62,2025,1,etec-professor-milton-gazzetti
Ensino Médio com Habilitação Profissional de Técnico em Informática para Internet - MTec-PI,Manhã e Tarde,72,35,2.05,2025,1,etec-professor-milton-gazzetti
Ensino Médio com Itinerário Formativo de Ciências da Natureza e suas Tecnologias,Manhã,81,35,2.31,2025,1,etec-professor-milton-gazzetti
Programação de Jogos Digitais,Noite,51,35,1.45,2025,1,etec-professor-milton-gazzetti
Recursos Humanos,Noite,48,35,1.37,2025,1,etec-professor-milton-gazzetti
