curso,periodo,inscritos,vagas,demanda,ano,semestre,unidade
Administração,Noite,26,35,0.74,2025,1,etec-irma-agostina-ceu-navegantes
Ensino Médio com Habilitação Profissional de Técnico em Administração - MTec-N,Noite,58,35,1.65,2025,1,etec-irma-agostina-ceu-navegantes
