curso,periodo,inscritos,vagas,demanda,ano,semestre,unidade
Administração,Noite,64,40,1.6,2025,1,etec-prefeito-alberto-feres-ee-dr-cesario-coimbra
Desenvolvimento de Sistemas,Noite,60,40,1.5,2025,1,etec-prefeito-alberto-feres-ee-dr-cesario-coimbra
